pr_id,pr_title,pr_repo,ALG/FUNC,Module,RootCause,Semantic,SubComponent,Symptom,Syntactic,iSemantic,DIAction,DSAction
14574,fix:some wrong about PadMessage in teleop.cc file #13508,ApolloAuto/apollo,TELEOP,HMI,SNT,RENAMING,DREAMVIEW,UN,MD,"UIA, DFC",,"FIX_API_MISUSE, ADJUST_MESSAGE/ADS_COMMUNICATION"
14622,perception: fix redundant symbols,ApolloAuto/apollo,,PERCEPTION,SNT,TYPO_CORRECTING,LIDAR,BUILD,SYN,"BCE, SDI, EA",,MODIFY_SYNTAX_ERROR
14634,Fix perception.velocity direction bug and perception frequency bug,ApolloAuto/apollo,REPLAY_PERCEPTION,UTILITIES & TOOLS,ALG,PERCEPTION_PLAYING,,OP,AS,"SDI, LA",,"ADJUST_PERCEPTION_FREQUENCY, OPTIMIZE_SCRIPT_TOOLS"
14641,tools: fix camera msg parse error,ApolloAuto/apollo,ALG:RECORD_PARSE_SAVE/PARSE_CAMERA,UTILITIES & TOOLS,DATA,DATA_PROCESSING,RECORD_PARSE_SAVE,IO,MC,"DFC, RDPI",,"CHANGE_DATA_PROCESSING, OPTIMIZE_SCRIPT_TOOLS, ADJUST_CAMERA, MODIFY_RECORD_PROCESSING/PLAY_ERROR, CHANGE_DATA_TYPE"
14642,dreamview: fix dreamview path error in launch file,ApolloAuto/apollo,,HMI,CONFIG,PARAMETER,DREAMVIEW,LAU,NV,"CEM, UIA",,
14678,fix: can not find novatel velodyne128 Error,ApolloAuto/apollo,,HMI,CONFIG,"DEP, PARAMETER",DREAMVIEW,CRASHES,NV,"CEM, DU",,
14733,Fix header file loading error,ApolloAuto/apollo,,HMI,DEP,TYPO_CORRECTING,DREAMVIEW,BUILD,SYN,BCE,,"CHANGE/ADD/DELETE_LIB_IMPORTING, MODIFY_SYNTAX_ERROR"
14768,fix(docs): fix typo in apollo_software_installation_guide_package_method.md,ApolloAuto/apollo,,DOCUMENTATION,DOC,"DOCUMENTATION, TYPO_CORRECTING",,DOC,DOC,DUC,,
14854,fix(tools): fix typo in sensor_calibration,ApolloAuto/apollo,ALG:SENSOR_CALIBRATION/EXTRACT_DATA,SENSING,SNT,"TYPO_CORRECTING, RENAMING",SENSOR_CALIBRATION,OT,MC,DFC,,MODIFY_SYNTAX_ERROR
15113,"fix(docker): limit amodel version, and check if pip3 exist",ApolloAuto/apollo,,DOCKER,DEP,"VERSIONING, SCRIPT, DEP",,BUILD,IF,"BCE, DU",ADD/REMOVE_CONSTRAINTS,
